Year,Quarter,Product Name,Brand,Sales Channel,Storage Condition,Customer Location,Approx. Total Revenue(INR),Quantity in Stock (liters/kg),Minimum Stock Threshold (liters/kg),Reorder Quantity (liters/kg),Shelf Life (days),Total Land Area (acres),Number of Cows,Quantity_per_Cow,Sales_Efficiency,Production_Density,Price_to_ShelfLife_Ratio,Reorder_Intensity,Production_to_ShelfLife,Land_Productivity
2020,Q1,Paneer,Amul,Retail,Refrigerated,Maharashtra,24973.6,57.0,70.92,173.24,12.0,857.84,86.0,3.604651162790698,0.8444335485276893,4.268720930232559,6.713333333333334,0.5588387096774193,30.5925,0.42794693649165344
2020,Q1,Paneer,Amul,Retail,Refrigerated,Rajasthan,2511.41,786.0,32.09,156.89,8.0,452.53,70.0,2.6714285714285713,0.1921496095355528,13.902857142857144,1.67875,0.8389839572192512,121.65,2.150575652442932
2020,Q1,Paneer,Amul,Retail,Refrigerated,West Bengal,18932.97,10.0,65.1,107.02,11.0,735.46,56.0,4.767857142857143,0.9631687168572564,4.950178571428571,6.446363636363636,0.4008239700374532,25.20090909090909,0.3769205667201479
2020,Q1,Paneer,Amul,Wholesale,Refrigerated,Chandigarh,39295.26,492.0,37.81,26.49,7.0,817.69,35.0,13.628571428571428,0.49221434541683434,27.688285714285715,11.768571428571429,0.05553459119496855,138.4414285714286,1.18515574361922
2020,Q1,Paneer,Mother Dairy,Online,Refrigerated,Chandigarh,15453.77,476.0,63.9,66.82,11.0,707.65,68.0,6.367647058823529,0.47615905691915195,13.372941176470588,3.244545454545454,0.15431870669745956,82.66909090909091,1.2850420405567724
2020,Q1,Paneer,Mother Dairy,Online,Refrigerated,Jharkhand,3878.16,77.0,29.73,101.09,8.0,513.02,98.0,2.693877551020408,0.7723137231957407,3.4880612244897957,1.83625,0.3829166666666667,42.72875,0.6663093056800904
2020,Q1,Paneer,Mother Dairy,Retail,Refrigerated,Chandigarh,2798.18,517.0,61.72,94.15,14.0,538.37,67.0,0.6865671641791045,0.08160079472078337,8.413731343283583,4.345,2.0467391304347826,40.26571428571429,1.0470865761465165
2020,Q1,Paneer,Mother Dairy,Wholesale,Refrigerated,Uttar Pradesh,31689.800000000003,361.0,43.485,80.94500000000001,8.5,652.595,77.5,8.696774193548388,0.9652081140492198,9.01025806451613,5.464705882352941,0.12009643916913948,82.15235294117647,1.070028118511481
2020,Q1,Paneer,Raj,Online,Refrigerated,Jharkhand,7841.01,24.0,55.18,178.32,12.0,282.77,51.0,3.9411764705882355,0.8909969413537834,4.423333333333334,3.250833333333333,0.8871641791044775,18.799166666666668,0.797786186653464
2020,Q1,Paneer,Raj,Retail,Refrigerated,Rajasthan,1518.73,907.0,71.33,26.94,10.0,743.43,53.0,0.5471698113207547,0.030977610664843617,17.663396226415095,5.237,0.9289655172413793,93.616,1.2592443135197666
2020,Q1,Paneer,Raj,Wholesale,Refrigerated,Kerala,36019.0,193.0,58.1,93.06,8.0,959.48,16.0,24.875,0.6730135109998816,36.960625,11.3125,0.23381909547738694,73.92125,0.6163442698128153
2020,Q1,Paneer,Sudha,Online,Refrigerated,Rajasthan,20653.16,415.0,23.09,92.36,12.0,215.59,46.0,6.3478260869565215,0.41291344372640243,15.373260869565216,5.894166666666667,0.3163013698630137,58.93083333333333,3.28016141750545
2020,Q1,Paneer,Sudha,Retail,Refrigerated,Bihar,736.3,596.0,59.03,183.46,11.0,373.81,24.0,1.5416666666666667,0.058397386322385135,26.399583333333336,1.8090909090909089,4.958378378378379,57.59909090909091,1.6949519809528906
2020,Q1,Paneer,Sudha,Retail,Refrigerated,Chandigarh,3160.8,212.0,77.22,175.94,13.0,281.76,70.0,0.5142857142857142,0.14475853472194297,3.5527142857142855,6.753846153846154,4.887222222222222,19.13,0.8826306076093129
2020,Q1,Paneer,Sudha,Retail,Refrigerated,Kerala,4445.22,334.0,96.39,99.44,13.0,755.21,13.0,18.923076923076923,0.42377260981912146,44.65384615384615,1.3900000000000001,0.40422764227642277,44.65384615384615,0.7686603726115915
2020,Q1,Paneer,Sudha,Retail,Refrigerated,Madhya Pradesh,28271.050000000003,68.5,71.36,118.07999999999998,10.5,671.99,69.5,5.597122302158273,1.4784409858806986,3.7858273381294967,7.494761904761904,0.30354755784061693,25.05857142857143,0.39154600514888616
2020,Q1,Paneer,Sudha,Retail,Refrigerated,West Bengal,12468.07,217.0,68.51,66.18,11.0,882.59,31.0,4.870967741935484,0.4102926391870228,11.871935483870967,7.506363636363636,0.4382781456953643,33.45727272727272,0.4169886357198699
2020,Q1,Paneer,Sudha,Wholesale,Refrigerated,Delhi,1123.4,18.0,26.88,85.04,12.0,871.04,72.0,0.2777777777777778,0.5246589716684156,0.5294444444444444,4.680833333333333,4.252000000000001,3.1766666666666663,0.043763776634827334
2020,Q1,Paneer,Sudha,Wholesale,Refrigerated,Madhya Pradesh,786.87,237.0,89.04,176.43,14.0,798.42,50.0,0.42,0.08132915069129779,5.164199999999999,2.676428571428571,8.401428571428571,18.443571428571428,0.3234012174043736
2020,Q1,Paneer,Sudha,Wholesale,Refrigerated,Uttar Pradesh,32720.97,172.5,58.3,116.27,11.5,280.635,73.0,13.027397260273972,1.4664384512189481,8.883698630136987,3.0547826086956524,0.12226077812828601,56.39217391304348,2.3108664279223903
2020,Q1,Yogurt,Amul,Online,Refrigerated,Jharkhand,5290.08,67.0,72.4,182.09,30.0,156.13,66.0,1.621212121212121,0.6116732407248614,2.6504545454545454,1.648,1.7017757009345795,5.831,1.1204124767821688
2020,Q1,Yogurt,Amul,Online,Refrigerated,Maharashtra,3807.44,488.0,92.02,76.13,24.0,803.7,76.0,0.6842105263157895,0.09629451306457287,7.105394736842105,3.0508333333333333,1.4640384615384614,22.500416666666666,0.6719049396540997
2020,Q1,Yogurt,Amul,Retail,Frozen,Chandigarh,1471.32,840.0,58.79,47.88,29.0,723.61,30.0,1.2,0.04109307581672488,29.201999999999998,1.409310344827586,1.33,30.208965517241378,1.2106797860726082
2020,Q1,Yogurt,Amul,Retail,Refrigerated,Bihar,54609.74,85.0,64.03999999999999,81.61500000000001,24.0,634.04,25.0,38.72,1.6997963054014187,22.7792,2.5814583333333334,0.08431301652892563,23.728333333333335,0.898176771181629
2020,Q1,Yogurt,Amul,Retail,Refrigerated,Chandigarh,4054.14,231.0,22.12,20.02,23.0,864.37,74.0,4.094594594594595,0.5671395949537679,7.21972972972973,0.5817391304347826,0.06607260726072607,23.22869565217391,0.6180917893957448
2020,Q1,Yogurt,Amul,Retail,Refrigerated,Delhi,8597.16,280.0,52.82,91.23,27.0,591.47,29.0,3.413793103448276,0.2611172653900934,13.073793103448276,3.216296296296296,0.9215151515151515,14.042222222222222,0.6410130691328385
2020,Q1,Yogurt,Amul,Wholesale,Frozen,Kerala,6783.84,61.0,78.16,103.77,29.0,782.82,39.0,2.1538461538461537,0.579030812711105,3.7197435897435898,2.7848275862068967,1.2353571428571428,5.0024137931034485,0.1853171865818451
2020,Q1,Yogurt,Amul,Wholesale,Frozen,Tamil Nadu,27279.45,168.0,91.41,167.14,29.0,788.51,20.0,25.05,0.7488677299292985,33.4505,1.8775862068965519,0.33361277445109777,23.069310344827585,0.8484483392728057
2020,Q1,Yogurt,Dodla Dairy,Online,Frozen,Karnataka,7240.32,1.0,29.05,116.16,22.0,458.16,67.0,2.1492537313432836,0.9905076351630211,2.1698507462686565,2.2854545454545456,0.8066666666666666,6.608181818181818,0.31731272917757986
2020,Q1,Yogurt,Dodla Dairy,Online,Frozen,Madhya Pradesh,24226.83,298.0,90.935,167.755,24.5,760.75,77.5,6.774193548387097,0.935903949514667,7.238129032258064,1.8616326530612244,0.31953333333333334,22.89612244897959,0.7373710154452842
2020,Q1,Yogurt,Dodla Dairy,Online,Frozen,Maharashtra,31398.18,126.0,83.32,42.57,25.0,106.77,36.0,23.38888888888889,0.8696819773386906,26.89361111111111,1.4916,0.050558194774346796,38.7268,9.067809309731198
2020,Q1,Yogurt,Dodla Dairy,Online,Refrigerated,Delhi,8083.67,10.0,39.85,43.79,22.0,561.4,71.0,1.676056338028169,0.9157368218545595,1.830281690140845,3.087727272727273,0.36798319327731094,5.906818181818181,0.23147488421802634
2020,Q1,Yogurt,Dodla Dairy,Online,Refrigerated,West Bengal,9963.0,109.0,95.07,192.52,24.0,587.38,98.0,1.2551020408163265,0.5282370624865793,2.3760204081632654,3.375,1.5652032520325203,9.702083333333333,0.3964213967108175
2020,Q1,Yogurt,Dodla Dairy,Retail,Frozen,Telangana,55701.9,18.0,84.13,178.95,27.0,895.89,28.0,31.607142857142858,0.9792097721815909,32.278214285714284,2.331111111111111,0.20220338983050845,33.473703703703706,1.0088180468584313
2020,Q1,Yogurt,Dodla Dairy,Wholesale,Refrigerated,Chandigarh,39886.16,120.0,46.65,144.51,24.5,743.4300000000001,38.0,14.263157894736842,1.385994297477337,10.29092105263158,2.2718367346938773,0.2666236162361623,15.961428571428572,0.526014554161118
2020,Q1,Yogurt,Dodla Dairy,Wholesale,Refrigerated,Jharkhand,18606.0,78.0,83.59,130.99,23.0,980.16,39.0,5.128205128205129,0.7183134001364795,7.139230769230769,4.044782608695653,0.65495,12.105652173913043,0.2840658667972576
2020,Q1,Yogurt,Dodla Dairy,Wholesale,Refrigerated,Rajasthan,231.42,16.0,99.85,48.41,29.0,192.44,23.0,0.30434782608695654,0.2949852507374631,1.0317391304347827,1.1400000000000001,6.9157142857142855,0.8182758620689655,0.12331116192059863
2020,Q1,Yogurt,Mother Dairy,Online,Frozen,Delhi,18895.8,122.0,77.12,114.38,29.0,646.72,89.0,4.325842696629214,0.7581575786219256,5.705730337078652,1.6924137931034482,0.29709090909090907,17.510689655172413,0.7852084364176151
2020,Q1,Yogurt,Mother Dairy,Online,Refrigerated,Madhya Pradesh,32321.25,248.0,82.49,151.69,23.0,652.18,65.0,7.8,0.6706970222110513,11.629692307692308,2.7717391304347827,0.2991913214990138,32.866521739130434,1.1590818485694134
2020,Q1,Yogurt,Mother Dairy,Wholesale,Frozen,Karnataka,88.04,99.0,49.55,80.14,22.0,86.0,26.0,0.15384615384615385,0.038669760247486466,3.9784615384615383,1.0004545454545455,20.035,4.701818181818182,1.2027906976744185
2020,Q1,Yogurt,Mother Dairy,Wholesale,Refrigerated,Chandigarh,5066.66,96.0,54.99,174.62,26.0,488.71,30.0,4.066666666666666,0.5578673007453473,7.289666666666666,1.5973076923076923,1.4313114754098362,8.411153846153846,0.4474841930797406
2020,Q1,Yogurt,Mother Dairy,Wholesale,Refrigerated,Kerala,13398.0,95.0,97.87,164.3,25.0,498.97,93.0,1.5591397849462365,0.6040408248281608,2.581182795698925,3.696,1.1331034482758622,9.602,0.4810910475579694
2020,Q1,Yogurt,Palle2Patnam,Online,Frozen,Madhya Pradesh,3490.56,8.0,39.02,150.42,30.0,763.97,12.0,16.0,0.9585621567648527,16.691666666666666,0.606,0.7834374999999999,6.676666666666667,0.26218307001583835
2020,Q1,Yogurt,Palle2Patnam,Online,Frozen,Maharashtra,9584.96,603.0,36.17,78.61,30.0,465.45,32.0,3.5,0.15652951699463327,22.36,2.8526666666666665,0.701875,23.850666666666665,1.5372650123536362
2020,Q1,Yogurt,Palle2Patnam,Online,Refrigerated,Delhi,27211.77,283.0,62.79,133.28,29.0,202.81,72.0,7.958333333333333,0.6693612448016448,11.889444444444443,1.6375862068965519,0.23260034904013963,29.518620689655172,4.220896405502687
2020,Q1,Yogurt,Palle2Patnam,Retail,Frozen,Karnataka,5218.83,82.0,34.53,155.61,30.0,926.79,90.0,0.5666666666666667,0.3821083389525736,1.483,3.411,3.0511764705882354,4.449,0.14401320687534394
2020,Q1,Yogurt,Palle2Patnam,Retail,Frozen,Maharashtra,506.16,29.0,10.21,67.81,28.0,956.49,60.0,0.6,0.5518087063151441,1.0873333333333333,0.5021428571428571,1.8836111111111111,2.3299999999999996,0.06820771780154523
2020,Q1,Yogurt,Palle2Patnam,Retail,Refrigerated,Maharashtra,8188.71,144.0,82.68,176.96,24.0,319.54,31.0,3.4516129032258065,0.4250585945258809,8.12032258064516,3.18875,1.6538317757009346,10.48875,0.7877886962508606
2020,Q1,Yogurt,Palle2Patnam,Retail,Refrigerated,Tamil Nadu,3837.82,67.0,56.92,171.16,22.0,870.34,34.0,4.647058823529412,0.6999822789296474,6.638823529411765,1.104090909090909,1.0832911392405062,10.26,0.2593469218925937
2020,Q1,Yogurt,Palle2Patnam,Retail,Refrigerated,West Bengal,24416.8,50.0,27.76,151.6,24.0,117.06,30.0,30.666666666666668,0.9480235769341742,32.348,1.1058333333333332,0.16478260869565217,40.435,8.290107637109175
2020,Q1,Yogurt,Palle2Patnam,Wholesale,Frozen,Chandigarh,22881.14,177.0,97.73,100.03,22.0,40.63,68.0,3.9558823529411766,0.6025985663082437,6.564705882352941,3.8663636363636367,0.37185873605947956,20.29090909090909,10.986955451636721
2020,Q2,Butter,Amul,Online,Frozen,Chandigarh,9520.38,136.0,77.18,162.76,40.0,453.66,43.0,5.4186046511627906,0.6302918819487651,8.596976744186048,1.0215,0.6985407725321888,9.24175,0.8148613499096239
2020,Q2,Butter,Amul,Online,Frozen,Tamil Nadu,1813.5,387.0,19.78,88.68,38.0,204.17,44.0,5.318181818181818,0.3764418204340342,14.1275,0.20394736842105263,0.378974358974359,16.35815789473684,3.0445707008865166
2020,Q2,Butter,Amul,Online,Refrigerated,Delhi,25110.12,72.0,48.43,36.73,37.0,73.41,47.0,11.425531914893616,0.880501082180101,12.976170212765958,1.2637837837837838,0.06839851024208565,16.483243243243244,8.307859964582482
2020,Q2,Butter,Amul,Wholesale,Frozen,Haryana,171.18,26.0,72.78,123.45,28.0,932.48,37.0,0.05405405405405406,0.07122507122507123,0.7589189189189188,3.056785714285714,61.725,1.002857142857143,0.030113246396705557
2020,Q2,Butter,Amul,Wholesale,Refrigerated,Bihar,32646.25,264.0,84.76,98.3,34.0,392.76,89.0,7.157303370786517,0.7068510175547615,10.125617977528089,1.5073529411764706,0.1543171114599686,26.505294117647058,2.294480089622161
2020,Q2,Butter,Amul,Wholesale,Refrigerated,Gujarat,1613.76,128.0,95.96,78.85,34.0,23.96,88.0,0.2727272727272727,0.15688325271277292,1.7384090909090908,1.9776470588235293,3.2854166666666664,4.499411764705882,6.384808013355592
2020,Q2,Butter,Mother Dairy,Online,Refrigerated,Jharkhand,5210.92,249.0,43.86,160.56,37.0,698.24,62.0,0.8387096774193549,0.17274025844600208,4.8553225806451605,2.708378378378378,3.0876923076923077,8.135945945945945,0.4311268331805682
2020,Q2,Butter,Mother Dairy,Retail,Frozen,Delhi,14589.85,121.0,66.28,146.25,35.0,774.5,29.0,15.551724137931034,0.7878142086048177,19.740344827586206,0.9242857142857144,0.32427937915742794,16.356285714285715,0.7391478373143964
2020,Q2,Butter,Mother Dairy,Wholesale,Refrigerated,Jharkhand,21497.0,47.0,24.34,28.8,34.0,614.27,45.0,8.222222222222221,0.8852733580571839,9.287777777777778,1.7088235294117649,0.07783783783783783,12.29264705882353,0.6804011265404464
2020,Q2,Butter,Parag Milk Foods,Online,Frozen,Rajasthan,6345.9,220.0,99.4,178.26,26.0,582.56,53.0,1.6981132075471699,0.29029448763022936,5.849622641509433,2.7119230769230773,1.9806666666666666,11.924230769230768,0.5321855259544082
2020,Q2,Butter,Parag Milk Foods,Online,Refrigerated,Chandigarh,7384.07,100.0,26.53,85.89,35.0,186.65,51.0,2.0980392156862746,0.5150669105612785,4.073333333333333,1.9717142857142858,0.8027102803738317,5.935428571428572,1.1129922314492366
2020,Q2,Butter,Parag Milk Foods,Online,Refrigerated,Madhya Pradesh,41015.7,423.0,44.15,55.94,39.0,415.75,69.0,7.173913043478261,0.5387931034482758,13.314782608695653,2.124615384615385,0.113010101010101,23.556923076923077,2.209789536981359
2020,Q2,Butter,Parag Milk Foods,Online,Refrigerated,Tamil Nadu,10263.04,593.0,36.62,85.87,37.0,298.06,12.0,21.333333333333332,0.30120481927710846,70.82666666666667,1.0835135135135137,0.3354296875,22.97081081081081,2.85150640810575
2020,Q2,Butter,Parag Milk Foods,Retail,Frozen,Chandigarh,15441.86,244.0,64.14,26.16,34.0,285.83,97.0,3.536082474226804,0.5835318135420211,6.0597938144329895,1.3241176470588236,0.07626822157434403,17.288235294117644,2.0564671308120213
2020,Q2,Butter,Parag Milk Foods,Retail,Refrigerated,Gujarat,20440.65,326.0,28.99,129.82,28.0,111.61,88.0,6.306818181818182,0.6297014874570271,10.015568181818182,1.315357142857143,0.2339099099099099,31.4775,7.896873040050175
2020,Q2,Butter,Parag Milk Foods,Retail,Refrigerated,Haryana,21229.78,21.0,35.02,131.22,29.0,754.01,63.0,4.5396825396825395,0.9307169123629144,4.8776190476190475,2.5596551724137933,0.4588111888111888,10.596206896551724,0.4075410140449066
2020,Q2,Butter,Parag Milk Foods,Wholesale,Frozen,Gujarat,2634.36,831.0,95.71,55.92,26.0,783.08,36.0,1.6111111111111112,0.0652352405268308,24.696944444444444,1.746923076923077,0.9641379310344828,34.19576923076923,1.1353756959697605
2020,Q2,Butter,Parag Milk Foods,Wholesale,Frozen,West Bengal,2646.6,160.0,85.54,106.83,38.0,391.6,17.0,1.9411764705882353,0.17064846416382254,11.375294117647059,2.110526315789474,3.2372727272727273,5.088947368421053,0.4938202247191011
2020,Q2,Butter,Warana,Online,Frozen,Uttar Pradesh,17125.38,738.0,45.26,118.81,34.0,437.23,32.0,5.5625,0.19427860425011734,28.6315625,2.829705882352941,0.6674719101123595,26.947352941176472,2.095487500857672
2020,Q2,Butter,Warana,Online,Refrigerated,Delhi,3994.89,220.0,68.73,102.13,38.0,901.86,18.0,10.166666666666666,0.45370026031982147,22.408333333333335,0.5744736842105262,0.558087431693989,10.614473684210527,0.4472423657773934
2020,Q2,Butter,Warana,Retail,Frozen,Karnataka,1829.88,60.0,86.89,165.86,36.0,840.5,46.0,1.1304347826086956,0.460788657509969,2.4532608695652174,0.9774999999999999,3.1896153846153847,3.134722222222222,0.13426531826293872
2020,Q2,Butter,Warana,Wholesale,Frozen,Chandigarh,4585.41,95.0,39.84,86.76,28.0,88.02,56.0,0.9107142857142857,0.34757718258024944,2.6201785714285712,3.2110714285714286,1.7011764705882353,5.2403571428571425,1.6670074982958418
2020,Q2,Butter,Warana,Wholesale,Refrigerated,Gujarat,1548.42,597.0,76.76,26.51,38.0,654.81,32.0,4.09375,0.17980921007480613,22.7671875,0.31105263157894736,0.20236641221374047,19.17236842105263,1.11261281898566
2020,Q2,Butter,Warana,Wholesale,Refrigerated,Jharkhand,2963.61,853.0,17.19,46.42,37.0,399.64,76.0,0.6710526315789473,0.0564146810911263,11.895,1.5705405405405406,0.9101960784313726,24.432972972972973,2.2620858772895605
2020,Q2,Butter,Warana,Wholesale,Refrigerated,Rajasthan,57585.6,315.0,31.47,61.31,32.0,135.71,38.0,14.68421052631579,0.638911788953009,22.98315789473684,3.225,0.10987455197132617,27.2925,6.435487436445361
2020,Q2,Buttermilk,Amul,Online,Refrigerated,Bihar,1352.4,471.0,15.54,106.54,11.0,824.51,68.0,0.4117647058823529,0.05607064901776238,7.343676470588235,4.390909090909091,3.805,45.39727272727273,0.6056566930661847
2020,Q2,Buttermilk,Amul,Online,Refrigerated,Kerala,3547.93,673.0,77.12,106.01,13.0,581.95,98.0,0.37755102040816324,0.052056220718375845,7.252755102040816,7.376153846153846,2.865135135135135,54.674615384615386,1.2213592233009707
2020,Q2,Buttermilk,Amul,Online,Refrigerated,Madhya Pradesh,3368.61,39.0,83.23,92.95,13.0,649.69,36.0,1.75,0.6130790190735694,2.854444444444445,4.113076923076923,1.4753968253968255,7.904615384615385,0.1581677415382721
2020,Q2,Buttermilk,Amul,Online,Refrigerated,Telangana,326.52,44.0,23.78,163.76,10.0,969.8,27.0,0.2222222222222222,0.11983223487118035,1.8544444444444446,5.442,27.293333333333333,5.007,0.051629201897298416
2020,Q2,Buttermilk,Amul,Online,Refrigerated,West Bengal,13343.4,384.0,59.23,63.63,10.0,503.47,72.0,2.5,0.3189905720564259,7.837222222222222,7.412999999999999,0.35350000000000004,56.428,1.1207817744850734
2020,Q2,Buttermilk,Amul,Retail,Refrigerated,Delhi,8616.6,91.0,63.87,31.72,11.0,284.91,13.0,6.923076923076923,0.4965791216067093,13.941538461538462,8.703636363636363,0.35244444444444445,16.476363636363637,0.6361307079428591
2020,Q2,Buttermilk,Amul,Retail,Refrigerated,Haryana,13331.64,48.0,50.35,53.97,10.0,482.4,97.0,3.649484536082474,0.880443703832666,4.145051546391753,3.7659999999999996,0.15245762711864405,40.207,0.8334784411276949
2020,Q2,Buttermilk,Amul,Wholesale,Refrigerated,Bihar,44933.68,262.5,59.18000000000001,80.695,11.0,732.14,27.0,21.074074074074073,1.0387950707439526,20.287037037037038,7.182727272727272,0.1418189806678383,49.79545454545455,0.7481492610702871
2020,Q2,Buttermilk,Amul,Wholesale,Refrigerated,West Bengal,7258.95,37.0,33.77,165.62,10.0,886.01,67.0,2.014925373134328,0.780482164537203,2.581641791044776,5.377000000000001,1.2268148148148148,17.297,0.19522353020846267
2020,Q2,Buttermilk,Mother Dairy,Online,Refrigerated,Chandigarh,5954.08,647.0,63.09,88.8,14.0,816.71,43.0,2.046511627906977,0.11972463334331039,17.093488372093024,4.832857142857143,1.009090909090909,52.50142857142857,0.8999767359282976
2020,Q2,Buttermilk,Mother Dairy,Online,Refrigerated,Delhi,158.12,372.0,17.94,110.39,13.0,486.21,36.0,0.05555555555555555,0.005345735439553097,10.3925,6.081538461538462,55.195,28.779230769230768,0.769482322453261
2020,Q2,Buttermilk,Mother Dairy,Online,Refrigerated,Gujarat,8881.52,568.0,46.65,148.91,14.0,846.18,19.0,14.105263157894736,0.3202026356978147,44.05105263157895,2.367142857142857,0.5556343283582089,59.78357142857143,0.9891157909664611
2020,Q2,Buttermilk,Mother Dairy,Online,Refrigerated,Uttar Pradesh,10515.2,108.0,91.95,177.84,12.0,755.34,55.0,3.8545454545454545,0.6619828259172521,5.822727272727272,4.133333333333334,0.838867924528302,26.6875,0.42398125347525617
2020,Q2,Buttermilk,Mother Dairy,Retail,Refrigerated,Delhi,5572.51,58.0,86.82,127.37,9.0,104.84,47.0,4.48936170212766,0.7828151665800994,5.734893617021277,2.9344444444444444,0.6036492890995261,29.94888888888889,2.570965280427318
2020,Q2,Buttermilk,Raj,Online,Refrigerated,Jharkhand,5978.84,784.0,97.6,35.34,12.0,314.63,60.0,2.716666666666667,0.1719772103819371,15.796666666666665,3.0566666666666666,0.21680981595092028,78.98333333333333,3.012427295553507
2020,Q2,Buttermilk,Raj,Online,Refrigerated,Maharashtra,34.73,301.0,49.97,87.76,8.0,119.29,82.0,0.012195121951219513,0.003306331625061994,3.6884146341463415,4.34125,87.76,37.80625,2.535417889177634
2020,Q2,Buttermilk,Raj,Online,Refrigerated,Tamil Nadu,7975.6,267.0,35.44,157.61,12.0,544.54,55.0,4.618181818181818,0.48741172858458703,9.47490909090909,2.6166666666666667,0.6205118110236221,43.42666666666667,0.9569912219488009
2020,Q2,Buttermilk,Raj,Retail,Refrigerated,Bihar,23142.0,40.0,98.33,191.93,7.0,669.13,49.0,4.653061224489796,0.8503655079815008,5.471836734693878,14.5,0.8417982456140352,38.30285714285714,0.40069941565913947
2020,Q2,Buttermilk,Raj,Wholesale,Refrigerated,Chandigarh,7041.84,680.0,87.33,73.75,14.0,238.36,93.0,1.1935483870967742,0.14024536621729186,8.510430107526883,4.531428571428571,0.6644144144144144,56.53357142857143,3.3204816244336297
2020,Q2,Buttermilk,Raj,Wholesale,Refrigerated,Uttar Pradesh,31329.72,37.0,68.995,83.75,7.5,521.28,63.5,8.803149606299213,1.7634347544913958,4.992047244094488,4.978,0.14982110912343471,42.266,0.6081088858195213
2020,Q2,Buttermilk,Sudha,Retail,Refrigerated,Bihar,29841.24,45.0,64.36,132.27,7.0,602.0,60.0,6.783333333333333,0.8985539242742024,7.549166666666666,10.474285714285713,0.324987714987715,64.70714285714286,0.7524086378737541
2020,Q2,Buttermilk,Sudha,Retail,Refrigerated,Jharkhand,1177.2,892.0,70.0,154.83,11.0,846.39,26.0,2.3076923076923075,0.06301329580541494,36.62230769230769,1.7836363636363637,2.5805000000000002,86.56181818181818,1.1249896619761575
2020,Q2,Buttermilk,Sudha,Retail,Refrigerated,Telangana,12200.88,3.0,46.76,186.83,7.0,397.62,74.0,2.3513513513513513,0.9795642627934471,2.4004054054054054,10.017142857142858,1.0737356321839082,25.375714285714285,0.44673306171721744
2020,Q2,Buttermilk,Sudha,Wholesale,Refrigerated,Delhi,3504.48,794.0,41.4,68.17,11.0,580.37,70.0,0.8,0.06585910854992356,12.147142857142857,5.6890909090909085,1.2173214285714287,77.3,1.4650998500956285
2020,Q2,Buttermilk,Sudha,Wholesale,Refrigerated,Gujarat,357.12,797.0,75.54,151.71,7.0,363.62,83.0,0.07228915662650602,0.0074717009327173334,9.675060240963855,8.502857142857144,25.285,114.71857142857142,2.2084318794345745
2020,Q2,Cheese,Amul,Online,Frozen,Jharkhand,9359.16,392.0,30.92,35.08,68.0,659.03,86.0,3.2093023255813953,0.4126053937690606,7.778139534883721,0.4986764705882352,0.12710144927536232,9.83705882352941,1.0150069040863086
2020,Q2,Cheese,Amul,Online,Frozen,Rajasthan,4839.9,544.0,61.21,150.27,65.0,531.35,67.0,1.9402985074626866,0.19282970170728453,10.062238805970148,0.5727692307692307,1.155923076923077,10.371846153846153,1.2687870518490636
2020,Q2,Cheese,Amul,Online,Refrigerated,Chandigarh,24555.15,554.0,83.55,196.03,59.0,789.97,35.0,11.571428571428571,0.42199808277414247,27.420571428571428,1.0276271186440677,0.4840246913580247,16.266440677966102,1.2148815777814348
2020,Q2,Cheese,Amul,Online,Refrigerated,Tamil Nadu,699.4,42.0,99.11,124.57,35.0,169.17,46.0,0.5652173913043478,0.37796191306876,1.4954347826086958,0.7685714285714286,4.791153846153846,1.9654285714285715,0.4066323816279483
2020,Q2,Cheese,Amul,Retail,Refrigerated,Kerala,37397.76,140.0,24.01,26.26,88.0,617.91,51.0,7.529411764705882,0.7314425036667365,10.293921568627452,1.1067045454545454,0.06838541666666667,5.965795454545455,0.8496221132527392
2020,Q2,Cheese,Amul,Retail,Refrigerated,Uttar Pradesh,4484.14,172.0,68.595,89.995,71.0,463.54499999999996,90.5,1.6353591160220995,0.6012593946780419,2.7198895027624306,0.43985915492957744,0.6080743243243244,3.466901408450704,0.5310164061741578
2020,Q2,Cheese,Amul,Wholesale,Frozen,Karnataka,4411.8,274.0,36.03,104.5,76.0,325.27,92.0,0.9347826086956522,0.2384583391099404,3.9201086956521736,0.6749999999999999,1.2151162790697674,4.745394736842105,1.1087711747163895
2020,Q2,Cheese,Amul,Wholesale,Frozen,Rajasthan,7401.16,525.0,91.35,190.37,55.0,245.89,94.0,0.9148936170212766,0.14071141071370138,6.501914893617021,1.5647272727272727,2.213604651162791,11.112363636363636,2.485582984261255
2020,Q2,Cheese,Amul,Wholesale,Refrigerated,Gujarat,47753.68,23.0,41.53,21.63,38.0,265.13,48.0,19.770833333333332,0.9758053736131533,20.261041666666667,1.3242105263157895,0.02279241306638567,25.592894736842105,3.668125070720024
2020,Q2,Cheese,Amul,Wholesale,Refrigerated,Karnataka,13378.24,84.0,60.01,67.53,65.0,293.77,31.0,27.806451612903224,0.9108007015912597,30.529677419354837,0.23876923076923076,0.07834106728538283,14.560307692307692,3.221635973720938
2020,Q2,Cheese,Britannia Industries,Online,Refrigerated,Kerala,3816.4,326.0,27.59,90.87,26.0,403.55,85.0,3.8705882352941177,0.5017385469407674,7.714352941176471,0.4461538461538461,0.2762006079027356,25.220000000000002,1.6248791971255112
